Company Name,Industry,Symbol,Series,ISIN Code
HEC Infra Projects Limited,,HECPROJECT,EQ,INE558R01013
HEG Limited,,HEG,EQ,INE545A01024
HeidelbergCement India Limited,,HEIDELBERG,EQ,INE578A01017
Hemisphere Properties India Limited,,HEMIPROP,EQ,INE0AJG01018
Heranba Industries Limited,,HERANBA,EQ,INE694N01015
Heritage Foods Limited,,HERITGFOOD,EQ,INE978A01027
Hero MotoCorp Limited,,HEROMOTOCO,EQ,INE158A01026
Hester Biosciences Limited,,HESTERBIO,EQ,INE782E01017
Hexagon Nutrition Limited,,HEXAGON,BE,INE0JUI01012
Hexa Tradex Limited,,HEXATRADEX,EQ,INE750M01017
Hexaware Technologies Limited,,HEXT,EQ,INE093A01041
HFCL Limited,,HFCL,EQ,INE548A01028
H.G. Infra Engineering Limited,,HGINFRA,EQ,INE926X01010
HandsOn Global Management (HGM) Limited,,HGM,EQ,INE596H01014
Hinduja Global Solutions Limited,,HGS,EQ,INE170I01016
Hikal Limited,,HIKAL,EQ,INE475B01022
Highway Infrastructure Limited,,HILINFRA,BE,INE00RL01028
Hilton Metal Forging Limited,,HILTON,BE,INE788H01017
Himatsingka Seide Limited,,HIMATSEIDE,EQ,INE049A01027
Hindalco Industries Limited,,HINDALCO,EQ,INE038A01020
Hindustan Composites Limited,,HINDCOMPOS,EQ,INE310C01029
Hindcon Chemicals Limited,,HINDCON,BE,INE642Y01029
Hindustan Copper Limited,,HINDCOPPER,EQ,INE531E01026
Hindustan Oil Exploration Company Limited,,HINDOILEXP,EQ,INE345A01011
Hindustan Petroleum Corporation Limited,,HINDPETRO,EQ,INE094A01015
Hindustan Unilever Limited,,HINDUNILVR,EQ,INE030A01027
Hindware Home Innovation Limited,,HINDWAREAP,EQ,INE05AN01011
Hindustan Zinc Limited,,HINDZINC,EQ,INE267A01025
Hind Rectifiers Limited,,HIRECT,EQ,INE835D01023
Hisar Metal Industries Limited,,HISARMETAL,EQ,INE598C01011
Hi-Tech Pipes Limited,,HITECH,EQ,INE106T01025
Hitech Corporation Limited,,HITECHCORP,BE,INE120D01012
The Hi-Tech Gears Limited,,HITECHGEAR,BE,INE127B01011
HLE Glascoat Limited,,HLEGLAS,EQ,INE461D01028
HLV LIMITED,,HLVLTD,EQ,INE102A01024
HMA Agro Industries Limited,,HMAAGRO,EQ,INE0ECP01024
HMT Limited,,HMT,BZ,INE262A01018
Hindustan Media Ventures Limited,,HMVL,EQ,INE871K01015
Hindustan Foods Limited,,HNDFDS,EQ,INE254N01026
Home First Finance Company India Limited,,HOMEFIRST,EQ,INE481N01025
Honasa Consumer Limited,,HONASA,EQ,INE0J5401028
Honeywell Automation India Limited,,HONAUT,EQ,INE671A01010
Honda India Power Products Limited,,HONDAPOWER,EQ,INE634A01018
HP Adhesives Limited,,HPAL,EQ,INE0GSL01024
Hindprakash Industries Limited,,HPIL,EQ,INE05X901010
HPL Electric & Power Limited,,HPL,EQ,INE495S01016
Himadri Speciality Chemical Limited,,HSCL,EQ,INE019C01026
HT Media Limited,,HTMEDIA,EQ,INE501G01024
Hubtown Limited,,HUBTOWN,EQ,INE703H01016
Housing & Urban Development Corporation Limited,,HUDCO,EQ,INE031A01017
Huhtamaki India Limited,,HUHTAMAKI,EQ,INE275B01026
Hybrid Financial Services Limited,,HYBRIDFIN,BE,INE965B01022
Hyundai Motor India Limited,,HYUNDAI,EQ,INE0V6F01027
Indiabulls Limited,,IBULLSLTD,BE,INE126M01010
ICDS Limited,,ICDSLTD,EQ,INE613B01010
Ice Make Refrigeration Limited,,ICEMAKE,EQ,INE520Y01019
ICICI Prudential Asset Management Company Limited,,ICICIAMC,EQ,INE346A01027
ICICI Bank Limited,,ICICIBANK,EQ,INE090A01021
ICICI Lombard General Insurance Company Limited,,ICICIGI,EQ,INE765G01017
ICICI Prudential Life Insurance Company Limited,,ICICIPRULI,EQ,INE726G01019
Indo Count Industries Limited,,ICIL,EQ,INE483B01026
ICRA Limited,,ICRA,EQ,INE725G01011
IDBI Bank Limited,,IDBI,EQ,INE008A01015
Vodafone Idea Limited,,IDEA,EQ,INE669E01016
Ideaforge Technology Limited,,IDEAFORGE,BE,INE349Y01013
IDFC First Bank Limited,,IDFCFIRSTB,EQ,INE092T01019
Indian Energy Exchange Limited,,IEX,EQ,INE022Q01020
IFB Agro Industries Limited,,IFBAGRO,BE,INE076C01018
IFB Industries Limited,,IFBIND,EQ,INE559A01017
IFCI Limited,,IFCI,EQ,INE039A01010
IFGL Refractories Limited,,IFGLEXPOR,EQ,INE133Y01011
Igarashi Motors India Limited,,IGARASHI,EQ,INE188B01013
Indogulf Cropsciences Limited,,IGCL,EQ,INE05J901018
International Gemological Institute Limited,,IGIL,EQ,INE0Q9301021
Indraprastha Gas Limited,,IGL,EQ,INE203G01027
IG Petrochemicals Limited,,IGPL,EQ,INE204A01010
IIFL Finance Limited,,IIFL,EQ,INE530B01024
IIFL Capital Services Limited,,IIFLCAPS,EQ,INE489L01022
Industrial Investment Trust Limited,,IITL,EQ,INE886A01014
IKIO Technologies Limited,,IKIO,EQ,INE0LOJ01019
Inventurus Knowledge Solutions Limited,,IKS,EQ,INE115Q01022
IL&FS Engineering and Construction Company Limited,,IL&FSENGG,BZ,INE369I01014
IL&FS Transportation Networks Limited,,IL&FSTRANS,BZ,INE975G01012
Imagicaaworld Entertainment Limited,,IMAGICAA,EQ,INE172N01012
Indian Metals & Ferro Alloys Limited,,IMFA,EQ,INE919H01018
India Motor Parts and Accessories Limited,,IMPAL,EQ,INE547E01014
Insolation Energy Limited,,INA,EQ,INE0LGX01024
INCREDIBLE INDUSTRIES LIMITED,,INCREDIBLE,EQ,INE452L01012
Indbank Merchant Banking Services Limited,,INDBANK,EQ,INE841B01017
Indegene Limited,,INDGN,EQ,INE065X01017
The Indian Hotels Company Limited,,INDHOTEL,EQ,INE053A01029
The India Cements Limited,,INDIACEM,EQ,INE383A01012
India Glycols Limited,,INDIAGLYCO,EQ,INE560A01023
Indiamart Intermesh Limited,,INDIAMART,EQ,INE933S01016
Indian Bank,,INDIANB,EQ,INE562A01011
Indian Card Clothing Company Limited,,INDIANCARD,EQ,INE061A01014
Indian Hume Pipe Company Limited,,INDIANHUME,EQ,INE323C01030
India Shelter Finance Corporation Limited,,INDIASHLTR,EQ,INE922K01024
InterGlobe Aviation Limited,,INDIGO,EQ,INE646L01027
Indigo Paints Limited,,INDIGOPNTS,EQ,INE09VQ01012
Indiqube Spaces Limited,,INDIQUBE,EQ,INE06ST01018
India Nippon Electricals Limited,,INDNIPPON,EQ,INE092B01025
Indo Amines Limited,,INDOAMIN,EQ,INE760F01028
Indo Borax & Chemicals Limited,,INDOBORAX,EQ,INE803D01021
Indoco Remedies Limited,,INDOCO,EQ,INE873D01024
Indo Farm Equipment Limited,,INDOFARM,EQ,INE622H01018
Indo Rama Synthetics (India) Limited,,INDORAMA,EQ,INE156A01020
IndoStar Capital Finance Limited,,INDOSTAR,EQ,INE896L01010
Indo Tech Transformers Limited,,INDOTECH,BE,INE332H01014
Indo Thai Securities Limited,,INDOTHAI,EQ,INE337M01021
Indo Us Biotech Limited,,INDOUS,EQ,INE250Z01010
Indowind Energy Limited,,INDOWIND,BE,INE227G01018
Industrial & Prudential Investment Company Limited,,INDPRUD,EQ,INE620D01011
Indraprastha Medical Corporation Limited,,INDRAMEDCO,EQ,INE681B01017
Ind-Swift Laboratories Limited,,INDSWFTLAB,EQ,INE915B01019
Indian Terrain Fashions Limited,,INDTERRAIN,EQ,INE611L01021
IndusInd Bank Limited,,INDUSINDBK,EQ,INE095A01012
Indus Towers Limited,,INDUSTOWER,EQ,INE121J01017
InfoBeans Technologies Limited,,INFOBEAN,EQ,INE344S01016
Infomedia Press Limited,,INFOMEDIA,EQ,INE669A01022
Infosys Limited,,INFY,EQ,INE009A01021
Ingersoll Rand (India) Limited,,INGERRAND,EQ,INE177A01018
Innova Captab Limited,,INNOVACAP,EQ,INE0DUT01020
Innovana Thinklabs Limited,,INNOVANA,EQ,INE403Y01018
Innovision Limited,,INNOVISION,EQ,INE0ADB01012
Inox Green Energy Services Limited,,INOXGREEN,EQ,INE510W01014
INOX India Limited,,INOXINDIA,EQ,INE616N01034
Inox Wind Limited,,INOXWIND,EQ,INE066P01011
Insecticides (India) Limited,,INSECTICID,EQ,INE070I01018
Inspirisys Solutions Limited,,INSPIRISYS,BE,INE020G01017
Intellect Design Arena Limited,,INTELLECT,EQ,INE306R01017
Intense Technologies Limited,,INTENTECH,EQ,INE781A01025
Interarch Building Solutions Limited,,INTERARCH,EQ,INE00M901018
International Conveyors Limited,,INTLCONV,EQ,INE575C01027
Inventure Growth & Securities Limited,,INVENTURE,EQ,INE878H01024
Investment & Precision Castings Limited,,INVPRECQ,EQ,INE155E01016
Indian Overseas Bank,,IOB,EQ,INE565A01014
Indian Oil Corporation Limited,,IOC,EQ,INE242A01010
IOL Chemicals and Pharmaceuticals Limited,,IOLCP,EQ,INE485C01029
ION Exchange (India) Limited,,IONEXCHANG,EQ,INE570A01022
IPCA Laboratories Limited,,IPCALAB,EQ,INE571A01038
India Pesticides Limited,,IPL,EQ,INE0D6701023
IRB Infrastructure Developers Limited,,IRB,EQ,INE821I01022
Ircon International Limited,,IRCON,EQ,INE962Y01021
Indian Railway Catering And Tourism Corporation Limited,,IRCTC,EQ,INE335Y01020
Indian Renewable Energy Development Agency Limited,,IREDA,EQ,INE202E01016
Indian Railway Finance Corporation Limited,,IRFC,EQ,INE053F01010
IRIS RegTech Solutions Limited,,IRIS,EQ,INE864K01010
Iris Clothings Limited,,IRISDOREME,EQ,INE01GN01025
IRM Energy Limited,,IRMENERGY,EQ,INE07U701015
Intrasoft Technologies Limited,,ISFT,EQ,INE566K01011
Isgec Heavy Engineering Limited,,ISGEC,EQ,INE858B01029
Ishan Dyes and Chemicals Limited,,ISHANCH,EQ,INE561M01018
ITC Limited,,ITC,EQ,INE154A01025
ITC Hotels Limited,,ITCHOTELS,EQ,INE379A01028
India Tourism Development Corporation Limited,,ITDC,EQ,INE353K01014
ITI Limited,,ITI,EQ,INE248A01017
Ivalue Infosolutions Limited,,IVALUE,EQ,INE056801025
IL&FS Investment Managers Limited,,IVC,EQ,INE050B01023
IVP Limited,,IVP,EQ,INE043C01018
The Indian Wood Products Company Limited,,IWP,EQ,INE586E01020
Le Travenues Technology Limited,,IXIGO,EQ,INE0HV901016
IZMO Limited,,IZMO,EQ,INE848A01014
The Jammu & Kashmir Bank Limited,,J&KBANK,EQ,INE168A01041
Jagran Prakashan Limited,,JAGRAN,EQ,INE199G01027
Jagsonpal Pharmaceuticals Limited,,JAGSNPHARM,EQ,INE048B01035
Jai Balaji Industries Limited,,JAIBALAJI,BE,INE091G01026
Jai Corp Limited,,JAICORPLTD,EQ,INE070D01027
Jain Resource Recycling Limited,,JAINREC,EQ,INE0YD401026
Nandani Creation Limited,,JAIPURKURT,EQ,INE696V01013
Jamna Auto Industries Limited,,JAMNAAUTO,EQ,INE039C01032
Jaro Institute of Technology Management and Research Limited,,JARO,EQ,INE00YJ01010
Jash Engineering Limited,,JASH,EQ,INE039O01029
Jayant Agro Organics Limited,,JAYAGROGN,EQ,INE785A01026
Jay Bharat Maruti Limited,,JAYBARMARU,EQ,INE571B01036
Jaykay Enterprises Limited,,JAYKAY,EQ,INE903A01025
Jayaswal Neco Industries Limited,,JAYNECOIND,EQ,INE854B01010
Jayshree Tea & Industries Limited,,JAYSREETEA,EQ,INE364A01020
JB Chemicals & Pharmaceuticals Limited,,JBCHEPHARM,EQ,INE572A01036
JBM Auto Limited,,JBMA,EQ,INE927D01051
Jet Freight Logistics Limited,,JETFREIGHT,EQ,INE982V01025
J.G.Chemicals Limited,,JGCHEM,EQ,INE0MB501011
JHS Svendgaard Laboratories Limited,,JHS,EQ,INE544H01014
Jindal Photo Limited,,JINDALPHOT,EQ,INE796G01012
Jindal Poly Films Limited,,JINDALPOLY,EQ,INE197D01010
Jindal Saw Limited,,JINDALSAW,EQ,INE324A01032
JINDAL STEEL LIMITED,,JINDALSTEL,EQ,INE749A01030
Jindal Drilling And Industries Limited,,JINDRILL,EQ,INE742C01031
Jindal Worldwide Limited,,JINDWORLD,EQ,INE247D01039
Jio Financial Services Limited,,JIOFIN,EQ,INE758E01017
Jain Irrigation Systems Limited,,JISLDVREQS,EQ,IN9175A01010
Jain Irrigation Systems Limited,,JISLJALEQS,EQ,INE175A01038
JITF Infralogistics Limited,,JITFINFRA,EQ,INE863T01013
JK Cement Limited,,JKCEMENT,EQ,INE823G01014
J.Kumar Infraprojects Limited,,JKIL,EQ,INE576I01022
Jinkushal Industries Limited,,JKIPL,BE,INE1FF001016
JK Lakshmi Cement Limited,,JKLAKSHMI,EQ,INE786A01032
JK Paper Limited,,JKPAPER,EQ,INE789E01012
JK Tyre & Industries Limited,,JKTYRE,EQ,INE573A01042
Jupiter Life Line Hospitals Limited,,JLHL,EQ,INE682M01012
Jullundur Motor Agency (Delhi) Limited,,JMA,EQ,INE412C01023
JM Financial Limited,,JMFINANCIL,EQ,INE780C01023
JNK India Limited,,JNKINDIA,EQ,INE0OAF01028
Jocil Limited,,JOCIL,BE,INE839G01010
Jindal Poly Investment and Finance Company Limited,,JPOLYINVST,EQ,INE147P01019
Jaiprakash Power Ventures Limited,,JPPOWER,EQ,INE351F01018
Jana Small Finance Bank Limited,,JSFB,EQ,INE953L01027
Jindal Stainless Limited,,JSL,EQ,INE220G01021
Jeena Sikho Lifecare Limited,,JSLL,EQ,INE0J5801029
JSW Cement Limited,,JSWCEMENT,EQ,INE718I01012
JSW Dulux Limited,,JSWDULUX,EQ,INE133A01011
JSW Energy Limited,,JSWENERGY,EQ,INE121E01018
JSW Holdings Limited,,JSWHL,EQ,INE824G01012
JSW Infrastructure Limited,,JSWINFRA,EQ,INE880J01026
JSW Steel Limited,,JSWSTEEL,EQ,INE019A01038
Jtekt India Limited,,JTEKTINDIA,EQ,INE643A01035
JTL INDUSTRIES LIMITED,,JTLIND,EQ,INE391J01032
Jubilant Agri and Consumer Products Limited,,JUBLCPL,EQ,INE03CC01015
Jubilant Foodworks Limited,,JUBLFOOD,EQ,INE797F01020
Jubilant Ingrevia Limited,,JUBLINGREA,EQ,INE0BY001018
Jubilant Pharmova Limited,,JUBLPHARMA,EQ,INE700A01033
Juniper Hotels Limited,,JUNIPER,EQ,INE696F01016
Just Dial Limited,,JUSTDIAL,EQ,INE599M01018
Jupiter Wagons Limited,,JWL,EQ,INE209L01016
Jyothy Labs Limited,,JYOTHYLAB,EQ,INE668F01031
Jyoti CNC Automation Limited,,JYOTICNC,EQ,INE980O01024
Jyoti Structures Limited,,JYOTISTRUC,EQ,INE197A01024
Kabra Extrusion Technik Limited,,KABRAEXTRU,EQ,INE900B01029
Kajaria Ceramics Limited,,KAJARIACER,EQ,INE217B01036
Kakatiya Cement Sugar & Industries Limited,,KAKATCEM,BE,INE437B01014
Sai Silks (Kalamandir) Limited,,KALAMANDIR,EQ,INE438K01021
Kalpataru Limited,,KALPATARU,EQ,INE227J01012
Kalyani Commercials Limited,,KALYANI,BE,INE610E01010
Kalyani Forge Limited,,KALYANIFRG,EQ,INE314G01014
Kalyan Jewellers India Limited,,KALYANKJIL,EQ,INE303R01014
Kama Holdings Limited,,KAMAHOLD,EQ,INE411F01010
Kamat Hotels (I) Limited,,KAMATHOTEL,EQ,INE967C01018
Kamdhenu Limited,,KAMDHENU,BE,INE390H01020
Kamdhenu Ventures Limited,,KAMOPAINTS,EQ,INE0BTI01037
Kanani Industries Limited,,KANANIIND,EQ,INE879E01037
Kanchi Karpooram Limited,,KANCHI,BE,INE081G01019
Kanoria Chemicals & Industries Limited,,KANORICHEM,BE,INE138C01024
Kanpur Plastipack Limited,,KANPRPLA,EQ,INE694E01014
Kansai Nerolac Paints Limited,,KANSAINER,EQ,INE531A01024
Kapston Services Limited,,KAPSTON,EQ,INE542Z01028
Karma Energy Limited,,KARMAENG,EQ,INE725L01011
Karur Vysya Bank Limited,,KARURVYSYA,EQ,INE036D01028
Kaushalya Infrastructure Development Corporation Limited,,KAUSHALYA,EQ,INE234I01028
Kavveri Defence & Wireless Technologies Limited,,KAVDEFENCE,EQ,INE641C01019
Kaya Limited,,KAYA,EQ,INE587G01015
Kaynes Technology India Limited,,KAYNES,EQ,INE918Z01012
KCP Limited,,KCP,EQ,INE805C01028
KCP Sugar and Industries Corporation Limited,,KCPSUGIND,EQ,INE790B01024
KDDL Limited,,KDDL,EQ,INE291D01011
KEC International Limited,,KEC,EQ,INE389H01022
Kirloskar Electric Company Limited,,KECL,BE,INE134B01017
DSJ Keep Learning Limited,,KEEPLEARN,EQ,INE055C01020
KEI Industries Limited,,KEI,EQ,INE878B01027
Kellton Tech Solutions Limited,,KELLTONTEC,EQ,INE164B01030
Kennametal India Limited,,KENNAMET,EQ,INE717A01029
Kernex Microsystems (India) Limited,,KERNEX,EQ,INE202H01019
Kesoram Industries Limited,,KESORAMIND,BE,INE087A01019
Keynote Financial Services Limited,,KEYFINSERV,EQ,INE681C01015
Kfin Technologies Limited,,KFINTECH,EQ,INE138Y01010
Khadim India Limited,,KHADIM,BE,INE834I01025
Khaitan Chemicals & Fertilizers Limited,,KHAICHEM,BE,INE745B01028
Khaitan (India) Limited,,KHAITANLTD,BE,INE731C01018
Khandwala Securities Limited,,KHANDSE,EQ,INE060B01014
Kalyani Investment Company Limited,,KICL,EQ,INE029L01018
Kilitch Drugs (India) Limited,,KILITCH,EQ,INE729D01010
Krishna Institute of Medical Sciences Limited,,KIMS,EQ,INE967H01025
Kingfa Science & Technology (India) Limited,,KINGFA,EQ,INE473D01015
KIOCL Limited,,KIOCL,EQ,INE880L01014
Kiran Vyapar Limited,,KIRANVYPAR,EQ,INE555P01013
Kiri Industries Limited,,KIRIINDUS,EQ,INE415I01015
Kirloskar Ferrous Industries Limited,,KIRLFER,EQ,INE884B01025
Kirloskar Brothers Limited,,KIRLOSBROS,EQ,INE732A01036
Kirloskar Oil Engines Limited,,KIRLOSENG,EQ,INE146L01010
Kirloskar Industries Limited,,KIRLOSIND,EQ,INE250A01039
Kirloskar Pneumatic Company Limited,,KIRLPNU,EQ,INE811A01020
OnEMI Technology Solutions Limited,,KISSHT,EQ,INE12F801023
Kitex Garments Limited,,KITEX,EQ,INE602G01020
Kewal Kiran Clothing Limited,,KKCL,EQ,INE401H01017
Kilburn Engineering Limited,,KLBRENG-B,EQ,INE338F01015
Knowledge Marine & Engineering Works Limited,,KMEW,EQ,INE0CJD01029
K.M.Sugar Mills Limited,,KMSUGAR,EQ,INE157H01023
KN Agri Resources Limited,,KNAGRI,EQ,INE0KNW01016
KNR Constructions Limited,,KNRCON,EQ,INE634I01029
Kohinoor Foods Limited,,KOHINOOR,EQ,INE080B01012
Kokuyo Camlin Limited,,KOKUYOCMLN,EQ,INE760A01029
Kolte - Patil Developers Limited,,KOLTEPATIL,EQ,INE094I01018
Kopran Limited,,KOPRAN,BE,INE082A01010
Kotak Mahindra Bank Limited,,KOTAKBANK,EQ,INE237A01036
Kothari Sugars And Chemicals Limited,,KOTARISUG,EQ,INE419A01022
Kothari Petrochemicals Limited,,KOTHARIPET,EQ,INE720A01015
Kothari Products Limited,,KOTHARIPRO,EQ,INE823A01017
Kothari Industrial Corporation Limited,,KOTIC,EQ,INE972A01020
Kotyark Industries Limited,,KOTYARK,BE,INE0J0B01017
Kovai Medical Center & Hospital Limited,,KOVAI,EQ,INE177F01017
K.P. Energy Limited,,KPEL,EQ,INE127T01021
KPI Green Energy Limited,,KPIGREEN,EQ,INE542W01025
Kalpataru Projects International Limited,,KPIL,EQ,INE220B01022
KPIT Technologies Limited,,KPITTECH,EQ,INE04I401011
Kwality Pharmaceuticals Limited,,KPL,EQ,INE552U01010
K.P.R. Mill Limited,,KPRMILL,EQ,INE930H01031
KRBL Limited,,KRBL,EQ,INE001B01026
Krebs Biochemicals and Industries Limited,,KREBSBIO,EQ,INE268B01013
Kridhan Infra Limited,,KRIDHANINF,BE,INE524L01026
Krishana Phoschem Limited,,KRISHANA,EQ,INE506W01012
Krishival Foods Limited,,KRISHIVAL,EQ,INE0GGO01015
Krishna Defence And Allied Industries Limited,,KRISHNADEF,EQ,INE0J5601015
Kriti Industries (India) Limited,,KRITI,BE,INE479D01038
Kritika Wires Limited,,KRITIKA,EQ,INE00Z501029
Kriti Nutrients Limited,,KRITINUT,BE,INE798K01010
KRN Heat Exchanger and Refrigeration Limited,,KRN,BE,INE0Q3J01015
Kronox Lab Sciences Limited,,KRONOX,EQ,INE0ATZ01017
Kross Limited,,KROSS,EQ,INE0O6601022
Krsnaa Diagnostics Limited,,KRSNAA,EQ,INE08LI01020
Krystal Integrated Services Limited,,KRYSTAL,EQ,INE0QN801017
Ksb Limited,,KSB,EQ,INE999A01023
Kaveri Seed Company Limited,,KSCL,EQ,INE455I01029
KSH International Limited,,KSHINTL,EQ,INE987S01020
Kshitij Polyline Limited,,KSHITIJPOL,BE,INE013801027
Kalyani Steels Limited,,KSL,EQ,INE907A01026
Ksolves India Limited,,KSOLVES,EQ,INE0D6I01023
KSR Footwear Limited,,KSR,EQ,INE1SPP01016
The Karnataka Bank Limited,,KTKBANK,EQ,INE614B01018
Kuantum Papers Limited,,KUANTUM,EQ,INE529I01021
Kwality Wall's (India) Limited,,KWIL,EQ,INE2KCE01013
Lagnam Spintex Limited,,LAGNAM,EQ,INE548Z01017
Lahoti Overseas Limited,,LAHOTIOV,EQ,INE515C01023
Lakshmi Precision Screws Limited,,LAKPRE,BZ,INE651C01018
Lorenzini Apparels Limited,,LAL,EQ,INE740X01023
Dr. Lal Path Labs Ltd.,,LALPATHLAB,EQ,INE600L01024
Lambodhara Textiles Limited,,LAMBODHARA,EQ,INE112F01022
Lancor Holdings Limited,,LANCORHOL,EQ,INE572G01025
Landmark Cars Limited,,LANDMARK,EQ,INE559R01029
Landsmill Green Limited,,LANDSMILL,EQ,INE688J01023
La Opala RG Limited,,LAOPALA,EQ,INE059D01020
Lasa Supergenerics Limited,,LASA,EQ,INE670X01014
Latent View Analytics Limited,,LATENTVIEW,EQ,INE0I7C01011
Latteys Industries Limited,,LATTEYS,BE,INE262Z01023
Laurus Labs Limited,,LAURUSLABS,EQ,INE947Q01028
Laxmi Cotspin Limited,,LAXMICOT,EQ,INE801V01019
Laxmi Dental Limited,,LAXMIDENTL,EQ,INE0WO601020
Laxmi India Finance Limited,,LAXMIINDIA,BE,INE06WU01026
LCC Infotech Limited,,LCCINFOTEC,EQ,INE938A01021
Le Merite Exports Limited,,LEMERITE,EQ,INE0G1L01025
Lemon Tree Hotels Limited,,LEMONTREE,EQ,INE970X01018
Lenskart Solutions Limited,,LENSKART,EQ,INE956O01016
Lexus Granito (India) Limited,,LEXUS,EQ,INE500X01013
Lakshmi Finance & Industrial Corporation Limited,,LFIC,EQ,INE850E01012
LG Balakrishnan & Bros Limited,,LGBBROSLTD,EQ,INE337A01034
LG Electronics India Limited,,LGEINDIA,EQ,INE324D01010
Laxmi Goldorna House Limited,,LGHL,EQ,INE258Y01016
Libas Consumer Products Limited,,LIBAS,EQ,INE908V01012
Liberty Shoes Limited,,LIBERTSHOE,EQ,INE557B01019
LIC Housing Finance Limited,,LICHSGFIN,EQ,INE115A01026
Life Insurance Corporation Of India,,LICI,EQ,INE0J1Y01017
Likhitha Infrastructure Limited,,LIKHITHA,BE,INE060901027
Linc Limited,,LINC,EQ,INE802B01027
Lincoln Pharmaceuticals Limited,,LINCOLN,EQ,INE405C01035
Linde India Limited,,LINDEINDIA,EQ,INE473A01011
LLOYDS ENGINEERING WORKS LIMITED,,LLOYDSENGG,EQ,INE093R01011
Lloyds Enterprises Limited,,LLOYDSENT,EQ,INE080I01025
Lloyds Metals And Energy Limited,,LLOYDSME,EQ,INE281B01032
LMW Limited,,LMW,EQ,INE269B01029
Lodha Developers Limited,,LODHA,EQ,INE670K01029
Lokesh Machines Limited,,LOKESHMACH,BE,INE397H01017
Lords Chloro Alkali Limited,,LORDSCHLO,EQ,INE846D01012
Sri Lotus Developers and Realty Limited,,LOTUSDEV,EQ,INE0V9Q01010
Lotus Eye Hospital and Institute Limited,,LOTUSEYE,EQ,INE947I01017
Lovable Lingerie Limited,,LOVABLE,EQ,INE597L01014
Loyal Textile Mills Limited,,LOYALTEX,BE,INE970D01010
Landmark Property Development Company Limited,,LPDC,EQ,INE197J01017
Larsen & Toubro Limited,,LT,EQ,INE018A01030
L&T Finance Limited,,LTF,EQ,INE498L01015
LT Foods Limited,,LTFOODS,EQ,INE818H01020
LTM Limited,,LTM,EQ,INE214T01019
L&T Technology Services Limited,,LTTS,EQ,INE010V01017
Lumax Industries Limited,,LUMAXIND,EQ,INE162B01018
Lumax Auto Technologies Limited,,LUMAXTECH,EQ,INE872H01027
Lupin Limited,,LUPIN,EQ,INE326A01037
Lux Industries Limited,,LUXIND,EQ,INE150G01020
Laxmi Organic Industries Limited,,LXCHEM,EQ,INE576O01020
Lyka Labs Limited,,LYKALABS,EQ,INE933A01014
Lypsa Gems & Jewellery Limited,,LYPSAGEMS,EQ,INE142K01011
Mahindra & Mahindra Limited,,M&M,EQ,INE101A01026
Mahindra & Mahindra Financial Services Limited,,M&MFIN,EQ,INE774D01024
Maan Aluminium Limited,,MAANALU,EQ,INE215I01027
Macpower CNC Machines Limited,,MACPOWER,EQ,INE155Z01011
Madhav Marbles and Granites Limited,,MADHAV,EQ,INE925C01016
Madhav Infra Projects Limited,,MADHAVIPL,EQ,INE631R01026
Madhucon Projects Limited,,MADHUCON,BE,INE378D01032
Madras Fertilizers Limited,,MADRASFERT,EQ,INE414A01015
Mafatlal Industries Limited,,MAFATIND,EQ,INE270B01035
Magadh Sugar & Energy Limited,,MAGADSUGAR,EQ,INE347W01011
Magnum Ventures Limited,,MAGNUM,EQ,INE387I01016
Bank of Maharashtra,,MAHABANK,EQ,INE457A01014
Maha Rashtra Apex Corporation Limited,,MAHAPEXLTD,EQ,INE843B01013
Mahamaya Steel Industries Limited,,MAHASTEEL,EQ,INE451L01014
Mahindra EPC Irrigation Limited,,MAHEPC,EQ,INE215D01010
Maheshwari Logistics Limited,,MAHESHWARI,BE,INE263W01010
Mahindra Lifespace Developers Limited,,MAHLIFE,EQ,INE813A01018
Mahindra Logistics Limited,,MAHLOG,EQ,INE766P01016
Maharashtra Scooters Limited,,MAHSCOOTER,EQ,INE288A01013
Maharashtra Seamless Limited,,MAHSEAMLES,EQ,INE271B01025
Maithan Alloys Limited,,MAITHANALL,EQ,INE683C01011
Majestic Auto Limited,,MAJESAUT,EQ,INE201B01022
Mallcom (India) Limited,,MALLCOM,EQ,INE389C01015
Malu Paper Mills Limited,,MALUPAPER,EQ,INE383H01017
Mamata Machinery Limited,,MAMATA,EQ,INE0TO701015
Manaksia Aluminium Company Limited,,MANAKALUCO,EQ,INE859Q01017
Manaksia Coated Metals & Industries Limited,,MANAKCOAT,EQ,INE830Q01018
Manaksia Limited,,MANAKSIA,EQ,INE015D01022
Manaksia Steels Limited,,MANAKSTEEL,BE,INE824Q01011
Manali Petrochemicals Limited,,MANALIPETC,EQ,INE201A01024
Manappuram Finance Limited,,MANAPPURAM,EQ,INE522D01027
Manba Finance Limited,,MANBA,EQ,INE939X01013
Mangal Credit and Fincorp Limited,,MANCREDIT,EQ,INE545L01039
Mangalam Drugs And Organics Limited,,MANGALAM,EQ,INE584F01014
Mangalam Cement Limited,,MANGLMCEM,EQ,INE347A01017
Man Industries (India) Limited,,MANINDS,EQ,INE993A01026
Man Infraconstruction Limited,,MANINFRA,EQ,INE949H01023
Mankind Pharma Limited,,MANKIND,EQ,INE634S01028
Manomay Tex India Limited,,MANOMAY,EQ,INE784W01015
Manorama Industries Limited,,MANORAMA,EQ,INE00VM01036
