Company Name,Industry,Symbol,Series,ISIN Code
Choice International Limited,,CHOICEIN,EQ,INE102B01014
Cholamandalam Investment and Finance Company Limited,,CHOLAFIN,EQ,INE121A01024
Cholamandalam Financial Holdings Limited,,CHOLAHLDNG,EQ,INE149A01033
CIE Automotive India Limited,,CIEINDIA,EQ,INE536H01010
Capital India Finance Limited,,CIFL,EQ,INE345H01024
Cineline India Limited,,CINELINE,EQ,INE704H01022
Cinevista Limited,,CINEVISTA,EQ,INE039B01026
Cipla Limited,,CIPLA,EQ,INE059A01026
Clean Science and Technology Limited,,CLEAN,EQ,INE227W01023
Clean Max Enviro Energy Solutions Limited,,CLEANMAX,EQ,INE647U01026
CL Educate Limited,,CLEDUCATE,BE,INE201M01029
Chaman Lal Setia Exports Limited,,CLSEL,EQ,INE419D01026
Central Mine Planning & Design Institute Limited,,CMPDI,EQ,INE05HV01027
CMR Green Technologies Limited,,CMRGREEN,EQ,INE00WV01027
CMS Info Systems Limited,,CMSINFO,EQ,INE925R01014
Creative Newtech Limited,,CNL,EQ,INE985W01018
Coal India Limited,,COALINDIA,EQ,INE522F01014
Coastal Corporation Limited,,COASTCORP,EQ,INE377E01024
Cochin Shipyard Limited,,COCHINSHIP,EQ,INE704P01025
John Cockerill India Limited,,COCKERILL,EQ,INE515A01019
Coffee Day Enterprises Limited,,COFFEEDAY,BE,INE335K01011
Coforge Limited,,COFORGE,EQ,INE591G01025
Cohance Lifesciences Limited,,COHANCE,EQ,INE03QK01018
Colgate Palmolive (India) Limited,,COLPAL,EQ,INE259A01022
Comfort Intech Limited,,COMFINTE,EQ,INE819A01049
Compuage Infocom Limited,,COMPINFO,BZ,INE070C01037
Compucom Software Limited,,COMPUSOFT,EQ,INE453B01029
Commercial Syn Bags Limited,,COMSYN,EQ,INE073V01015
Container Corporation of India Limited,,CONCOR,EQ,INE111A01025
Concord Biotech Limited,,CONCORDBIO,EQ,INE338H01029
Confidence Petroleum India Limited,,CONFIPET,EQ,INE552D01024
Consolidated Finvest & Holdings Limited,,CONSOFINVT,EQ,INE025A01027
Control Print Limited,,CONTROLPR,EQ,INE663B01015
Coral India Finance & Housing Limited,,CORALFINAC,EQ,INE558D01021
Cords Cable Industries Limited,,CORDSCABLE,BE,INE792I01017
Coromandel International Limited,,COROMANDEL,EQ,INE169A01031
CORONA Remedies Limited,,CORONA,EQ,INE02ZQ01018
COSMO FIRST LIMITED,,COSMOFIRST,EQ,INE757A01017
Country Condo's Limited,,COUNCODOS,EQ,INE695B01025
CP Capital Limited,,CPCAP,BE,INE521J01018
Career Point Edutech Limited,,CPEDU,EQ,INE0P6P01016
Aditya Infotech Limited,,CPPLUS,EQ,INE819V01029
Craftsman Automation Limited,,CRAFTSMAN,EQ,INE00LO01017
Canara Robeco Asset Management Company Limited,,CRAMC,EQ,INE218I01013
Creative Eye Limited,,CREATIVEYE,EQ,INE230B01021
CREDITACCESS GRAMEEN LIMITED,,CREDITACC,EQ,INE741K01010
Crest Ventures Limited,,CREST,EQ,INE559D01011
Crisil Limited,,CRISIL,EQ,INE007A01025
Crizac Limited,,CRIZAC,EQ,INE0S4R01014
Crompton Greaves Consumer Electricals Limited,,CROMPTON,EQ,INE299U01018
Crown Lifters Limited,,CROWN,EQ,INE491V01019
CSB Bank Limited,,CSBBANK,EQ,INE679A01013
CSL Finance Limited,,CSLFINANCE,EQ,INE718F01018
Cambridge Technology Enterprises Limited,,CTE,EQ,INE627H01017
City Union Bank Limited,,CUB,EQ,INE491A01021
Cubex Tubings Limited,,CUBEXTUB,EQ,INE144D01012
Cummins India Limited,,CUMMINSIND,EQ,INE298A01020
Cupid Limited,,CUPID,EQ,INE509F01029
Cura Technologies Limited,,CURAA,EQ,INE117B01020
Cyber Media (India) Limited,,CYBERMEDIA,BE,INE278G01037
Cybertech Systems And Software Limited,,CYBERTECH,EQ,INE214A01019
Cyient Limited,,CYIENT,EQ,INE136B01020
Cyient DLM Limited,,CYIENTDLM,EQ,INE055S01018
Dabur India Limited,,DABUR,EQ,INE016A01026
Dai-Ichi Karkaria Limited,,DAICHI,EQ,INE928C01010
Dalmia Bharat Limited,,DALBHARAT,EQ,INE00R701025
Dalmia Bharat Sugar and Industries Limited,,DALMIASUG,EQ,INE495A01022
Dam Capital Advisors Limited,,DAMCAPITAL,EQ,INE284H01025
Damodar Industries Limited,,DAMODARIND,EQ,INE497D01022
Dangee Dums Limited,,DANGEE,EQ,INE688Y01022
Datamatics Global Services Limited,,DATAMATICS,EQ,INE365B01017
Data Patterns (India) Limited,,DATAPATTNS,EQ,INE0IX101010
Davangere Sugar Company Limited,,DAVANGERE,EQ,INE179G01029
D.B.Corp Limited,,DBCORP,EQ,INE950I01011
Deepak Builders & Engineers India Limited,,DBEIL,BE,INE0OPA01027
Dilip Buildcon Limited,,DBL,EQ,INE917M01012
Dhampur Bio Organics Limited,,DBOL,BE,INE0I3401014
Valor Estate Limited,,DBREALTY,BE,INE879I01012
DB (International) Stock Brokers Limited,,DBSTOCKBRO,EQ,INE921B01025
Dishman Carbogen Amcis Limited,,DCAL,EQ,INE385W01011
DCB Bank Limited,,DCBBANK,EQ,INE503A01015
Dc Infotech And Communication Limited,,DCI,BE,INE0A1101019
DCM  Limited,,DCM,BE,INE498A01018
DCM Financial Services Limited,,DCMFINSERV,BE,INE891B01012
DCM Nouvelle Limited,,DCMNVL,BE,INE08KP01019
DCM Shriram Limited,,DCMSHRIRAM,EQ,INE499A01024
DCM Shriram International Limited,,DCMSIL,BE,INE0OU201013
DCM Shriram Industries Limited,,DCMSRIND,EQ,INE843D01027
DCW Limited,,DCW,EQ,INE500A01029
DCX Systems Limited,,DCXINDIA,EQ,INE0KL801015
Ddev Plastiks Industries Limited,,DDEVPLSTIK,EQ,INE0HR601026
Deccan Cements Limited,,DECCANCE,EQ,INE583C01021
Deccan Gold Mines Limited,,DECNGOLD,EQ,INE945F01025
DEE Development Engineers Limited,,DEEDEV,BE,INE841L01016
Deepak Fertilizers and Petrochemicals Corporation Limited,,DEEPAKFERT,EQ,INE501A01019
Deepak Nitrite Limited,,DEEPAKNTR,EQ,INE288B01029
Deep Industries Limited,,DEEPINDS,EQ,INE0FHS01024
Delhivery Limited,,DELHIVERY,EQ,INE148O01028
DELPHI WORLD MONEY LIMITED,,DELPHIFX,EQ,INE726L01027
Delta Corp Limited,,DELTACORP,EQ,INE124G01033
Delta Manufacturing Limited,,DELTAMAGNT,EQ,INE393A01011
Den Networks Limited,,DEN,EQ,INE947J01015
De Nora India Limited,,DENORA,EQ,INE244A01016
Denta Water and Infra Solutions Limited,,DENTA,EQ,INE0R4L01018
Dev Information Technology Limited,,DEVIT,EQ,INE060X01034
Dev Accelerator Limited,,DEVX,EQ,INE0VOV01021
Devyani International Limited,,DEVYANI,EQ,INE872J01023
Digicontent Limited,,DGCONTENT,EQ,INE03JI01017
Dhampur Sugar Mills Limited,,DHAMPURSUG,EQ,INE041A01016
Dhanlaxmi Bank Limited,,DHANBANK,EQ,INE680A01011
Dhanuka Agritech Limited,,DHANUKA,EQ,INE435G01025
DHARAN INFRA-EPC LIMITED,,DHARAN,BZ,INE278R01034
Dharmaj Crop Guard Limited,,DHARMAJ,EQ,INE00OQ01016
Dhruv Consultancy Services Limited,,DHRUV,BE,INE506Z01015
Dhunseri Investments Limited,,DHUNINV,EQ,INE320L01011
Diamond Power Infrastructure Limited,,DIACABS,EQ,INE989C01038
Diamines & Chemicals Limited,,DIAMINESQ,EQ,INE591D01014
Prataap Snacks Limited,,DIAMONDYD,EQ,INE393P01035
DIC India Limited,,DICIND,EQ,INE303A01010
Diffusion Engineers Limited,,DIFFNKG,EQ,INE184O01015
Digidrive Distributors Limited,,DIGIDRIVE,EQ,INE0PSC01024
DiGiSPICE Technologies Limited,,DIGISPICE,BE,INE927C01020
Digitide Solutions Limited,,DIGITIDE,EQ,INE0U4701011
Digjam Limited,,DIGJAMLMTD,EQ,INE731U01028
Disa India Limited,,DISAQ,EQ,INE131C01011
Dish TV India Limited,,DISHTV,BE,INE836F01026
Divgi Torqtransfer Systems Limited,,DIVGIITTS,EQ,INE753U01022
Divi's Laboratories Limited,,DIVISLAB,EQ,INE361B01024
Dixon Technologies (India) Limited,,DIXON,EQ,INE935N01020
DJ Mediaprint & Logistics Limited,,DJML,EQ,INE0B1K01014
DLF Limited,,DLF,EQ,INE271C01023
D-Link (India) Limited,,DLINKINDIA,EQ,INE250K01012
Avenue Supermarts Limited,,DMART,EQ,INE192R01011
DMCC SPECIALITY CHEMICALS LIMITED,,DMCC,EQ,INE505A01010
Diligent Media Corporation Limited,,DNAMEDIA,EQ,INE016M01021
Dodla Dairy Limited,,DODLA,EQ,INE021O01019
Dolat Algotech Limited,,DOLATALGO,EQ,INE966A01022
Dollar Industries Limited,,DOLLAR,EQ,INE325C01035
Dolphin Offshore Enterprises (India) Limited,,DOLPHIN,EQ,INE920A01037
DOMS Industries Limited,,DOMS,EQ,INE321T01012
Donear Industries Limited,,DONEAR,EQ,INE668D01028
D. P. Abhushan Limited,,DPABHUSHAN,EQ,INE266Y01019
DPSC Limited,,DPSCLTD,BE,INE360C01024
D P Wires Limited,,DPWIRES,EQ,INE864X01013
Dr Agarwals Eye Hospital Limited,,DRAGARWQ,EQ,INE934C01018
DRC Systems India Limited,,DRCSYSTEMS,EQ,INE03RS01027
Dreamfolks Services Limited,,DREAMFOLKS,EQ,INE0JS101016
Dredging Corporation of India Limited,,DREDGECORP,EQ,INE506A01018
Dr. Reddy's Laboratories Limited,,DRREDDY,EQ,INE089A01031
DCM Shriram Fine Chemicals Limited,,DSFCL,BE,INE0OFM01015
Dynacons Systems & Solutions Limited,,DSSL,EQ,INE417B01040
Dhunseri Tea & Industries Limited,,DTIL,EQ,INE341R01014
Ducon Infratechnologies Limited,,DUCON,BE,INE741L01018
Dhunseri Ventures Limited,,DVL,EQ,INE477B01010
Dwarikesh Sugar Industries Limited,,DWARKESH,EQ,INE366A01041
Dynamic Cables Limited,,DYCL,EQ,INE600Y01019
Dynamatic Technologies Limited,,DYNAMATECH,EQ,INE221B01012
Dynemic Products Limited,,DYNPRO,EQ,INE256H01015
E2E Networks Limited,,E2E,EQ,INE255Z01027
Easy Trip Planners Limited,,EASEMYTRIP,EQ,INE07O001026
Eastern Silk Industries Limited,,EASTSILK,BE,INE962C01035
GNG Electronics Limited,,EBGNG,EQ,INE18JU01028
eClerx Services Limited,,ECLERX,EQ,INE738I01010
Ecos (India) Mobility & Hospitality Limited,,ECOSMOBLTY,BE,INE06HJ01020
Edelweiss Financial Services Limited,,EDELWEISS,EQ,INE532F01054
EFC (I) Limited,,EFCIL,EQ,INE886D01026
Eicher Motors Limited,,EICHERMOT,EQ,INE066A01021
EID Parry India Limited,,EIDPARRY,EQ,INE126A01031
Enviro Infra Engineers Limited,,EIEL,EQ,INE0LLY01014
Euro India Fresh Foods Limited,,EIFFL,BE,INE546V01010
EIH Associated Hotels Limited,,EIHAHOTELS,EQ,INE276C01014
EIH Limited,,EIHOTEL,EQ,INE230A01023
Eimco Elecon (India) Limited,,EIMCOELECO,EQ,INE158B01016
Everest Kanto Cylinder Limited,,EKC,EQ,INE184H01027
Elantas Beck India Limited,,ELANTAS,EQ,INE280B01018
EL CID Investments Limited,,ELCIDIN,EQ,INE927X01018
Eldeco Housing And Industries Limited,,ELDEHSG,EQ,INE668G01021
Elecon Engineering Company Limited,,ELECON,EQ,INE205B01031
Electrosteel Castings Limited,,ELECTCAST,EQ,INE086A01029
Electrotherm (India) Limited,,ELECTHERM,EQ,INE822G01016
Elgi Equipments Limited,,ELGIEQUIP,EQ,INE285A01027
Elgi Rubber Company Limited,,ELGIRUBCO,EQ,INE819L01012
Elin Electronics Limited,,ELIN,EQ,INE050401020
Elitecon International Limited,,ELITECON,EQ,INE669R01026
Ellenbarrie Industrial Gases Limited,,ELLEN,EQ,INE236E01022
Elpro International Limited,,ELPROINTL,EQ,INE579B01039
Emami Limited,,EMAMILTD,EQ,INE548C01032
Emami Paper Mills Limited,,EMAMIPAP,EQ,INE830C01026
Emami Realty Limited,,EMAMIREAL,BE,INE778K01012
Embassy Developments Limited,,EMBDL,EQ,INE069I01010
Emcure Pharmaceuticals Limited,,EMCURE,EQ,INE168P01015
Electronics Mart India Limited,,EMIL,EQ,INE02YR01019
Emkay Global Financial Services Limited,,EMKAY,EQ,INE296H01011
Emmbi Industries Limited,,EMMBI,EQ,INE753K01015
Emmvee Photovoltaic Power Limited,,EMMVEE,EQ,INE1C6T01020
Empower India Limited,,EMPOWER,BE,INE507F01023
EMS Limited,,EMSLIMITED,EQ,INE0OV601013
eMudhra Limited,,EMUDHRA,EQ,INE01QM01018
Endurance Technologies Limited,,ENDURANCE,EQ,INE913H01037
Energy Development Company Limited,,ENERGYDEV,EQ,INE306C01019
Engineers India Limited,,ENGINERSIN,EQ,INE510A01028
Entertainment Network (India) Limited,,ENIL,EQ,INE265F01028
Siemens Energy India Limited,,ENRIN,EQ,INE1NPP01017
Entero Healthcare Solutions Limited,,ENTERO,EQ,INE010601016
EPACK Durable Limited,,EPACK,EQ,INE0G5901015
EPack Prefab Technologies Limited,,EPACKPEB,EQ,INE0MLS01022
Epigral Limited,,EPIGRAL,EQ,INE071N01016
EPL Limited,,EPL,EQ,INE255A01020
Equippp Social Impact Technologies Limited,,EQUIPPP,BE,INE217G01035
Equitas Small Finance Bank Limited,,EQUITASBNK,EQ,INE063P01018
Eris Lifesciences Limited,,ERIS,EQ,INE406M01024
Esab India Limited,,ESABINDIA,EQ,INE284A01012
ESAF Small Finance Bank Limited,,ESAFSFB,EQ,INE818W01011
Escorts Kubota Limited,,ESCORTS,EQ,INE042A01014
Essar Shipping Limited,,ESSARSHPNG,EQ,INE122M01019
Integra Essentia Limited,,ESSENTIA,BE,INE418N01035
Ester Industries Limited,,ESTER,EQ,INE778B01029
ETERNAL LIMITED,,ETERNAL,EQ,INE758T01015
Ethos Limited,,ETHOSLTD,EQ,INE04TZ01018
Eureka Forbes Limited,,EUREKAFORB,EQ,INE0KCE01017
Euro Panel Products Limited,,EUROBOND,EQ,INE505V01016
Euro Pratik Sales Limited,,EUROPRATIK,EQ,INE198501012
Eurotex Industries and Exports Limited,,EUROTEXIND,BE,INE022C01012
Eveready Industries India Limited,,EVEREADY,EQ,INE128A01029
Everest Industries Limited,,EVERESTIND,EQ,INE295A01018
Excel Industries Limited,,EXCELINDUS,EQ,INE369A01029
Excelsoft Technologies Limited,,EXCELSOFT,EQ,INE606N01019
Exicom Tele-Systems Limited,,EXICOM,EQ,INE777F01014
Exide Industries Limited,,EXIDEIND,EQ,INE302A01020
Expleo Solutions Limited,,EXPLEOSOL,EQ,INE201K01015
Exxaro Tiles Limited,,EXXARO,EQ,INE0GFE01026
Fabtech Technologies Limited,,FABTECH,EQ,INE0HF201011
Fertilizers and Chemicals Travancore Limited,,FACT,EQ,INE188A01015
Fairchem Organics Limited,,FAIRCHEMOR,EQ,INE0DNW01011
Faze Three Limited,,FAZE3Q,EQ,INE963C01033
Fineotex Chemical Limited,,FCL,EQ,INE045J01034
FCS Software Solutions Limited,,FCSSOFT,BE,INE512B01022
FDC Limited,,FDC,EQ,INE258B01022
Fedders Holding Limited,,FEDDERSHOL,EQ,INE417D01020
The Federal Bank  Limited,,FEDERALBNK,EQ,INE171A01029
Fedbank Financial Services Limited,,FEDFINA,EQ,INE007N01010
Future Enterprises Limited,,FEL,BZ,INE623B01027
Future Enterprises Limited,,FELDVR,BZ,IN9623B01058
Fermenta Biotech Limited,,FERMENTA,EQ,INE225B01021
Fiberweb (India) Limited,,FIBERWEB,EQ,INE296C01020
Fiem Industries Limited,,FIEMIND,EQ,INE737H01014
Filatex India Limited,,FILATEX,EQ,INE816B01035
Filatex Fashions Limited,,FILATFASH,BE,INE185E01021
Finolex Cables Limited,,FINCABLES,EQ,INE235A01022
Fine Organic Industries Limited,,FINEORG,EQ,INE686Y01026
Finkurve Financial Services Limited,,FINKURVE,EQ,INE734I01027
Fino Payments Bank Limited,,FINOPB,EQ,INE02NC01014
Finolex Industries Limited,,FINPIPE,EQ,INE183A01024
Brainbees Solutions Limited,,FIRSTCRY,EQ,INE02RE01045
Fischer Medical Ventures Limited,,FISCHER,EQ,INE771F01041
Five-Star Business Finance Limited,,FIVESTAR,EQ,INE128S01021
Flair Writing Industries Limited,,FLAIR,EQ,INE00Y201027
Flexituff Ventures International Limited,,FLEXITUFF,BE,INE060J01017
Future Lifestyle Fashions Limited,,FLFL,BZ,INE452O01016
Gujarat Fluorochemicals Limited,,FLUOROCHEM,EQ,INE09N301011
Federal-Mogul Goetze (India) Limited.,,FMGOETZE,EQ,INE529A01010
Future Market Networks Limited,,FMNL,BE,INE360L01017
Focus Lighting and Fixtures Limited,,FOCUS,EQ,INE593W01028
Foods & Inns Limited,,FOODSIN,EQ,INE976E01023
FORCE MOTORS LTD,,FORCEMOT,EQ,INE451A01017
Fortis Healthcare Limited,,FORTIS,EQ,INE061F01013
Foseco India Limited,,FOSECOIND,EQ,INE519A01011
Fractal Analytics Limited,,FRACTAL,EQ,INE212S01015
Frontier Springs Limited,,FRONTSP,EQ,INE572D01014
Firstsource Solutions Limited,,FSL,EQ,INE684F01012
Fusion Finance Limited,,FUSION,EQ,INE139R01012
Gabriel India Limited,,GABRIEL,EQ,INE524A01029
Gujarat Ambuja Exports Limited,,GAEL,EQ,INE036B01030
GAIL (India) Limited,,GAIL,EQ,INE129A01019
Gala Precision Engineering Limited,,GALAPREC,EQ,INE0RE001014
Galaxy Surfactants Limited,,GALAXYSURF,EQ,INE600K01018
Gallantt Ispat Limited,,GALLANTT,EQ,INE297H01019
Gandhar Oil Refinery (India) Limited,,GANDHAR,EQ,INE717W01049
Gandhi Special Tubes Limited,,GANDHITUBE,EQ,INE524B01027
Ganesha Ecosphere Limited,,GANECOS,EQ,INE845D01014
Ganesh Benzoplast Limited,,GANESHBE,EQ,INE388A01029
Ganesh Consumer Products Limited,,GANESHCP,EQ,INE652V01016
GANESH HOUSING LIMITED,,GANESHHOU,EQ,INE460C01014
Ganga Forging Limited,,GANGAFORGE,EQ,INE691Z01023
Ganges Securities Limited,,GANGESSECU,EQ,INE335W01016
Garware Technical Fibres Limited,,GARFIBRES,EQ,INE276A01018
Garuda Construction and Engineering Limited,,GARUDA,EQ,INE0JVO01026
GACM Technologies Limited,,GATECH,EQ,INE224E01028
GACM Technologies Limited,,GATECHDVR,EQ,INE224E01036
Gateway Distriparks Limited,,GATEWAY,EQ,INE079J01017
Gaudium IVF and Women Health Limited,,GAUDIUMIVF,BE,INE0P8B01020
Gayatri Highways Limited,,GAYAHWS,EQ,INE287Z01012
Gayatri Projects Limited,,GAYAPROJ,BE,INE336H01023
Gretex Corporate Services Limited,,GCSL,EQ,INE199P01028
GeeCee Ventures Limited,,GEECEE,EQ,INE916G01016
Geekay Wires Limited,,GEEKAYWIRE,EQ,INE669X01032
Gem Aromatics Limited,,GEMAROMA,EQ,INE06XZ01023
Generic Engineering Construction and Projects Limited,,GENCON,EQ,INE854S01022
Genesys International Corporation Limited,,GENESYS,EQ,INE727B01026
Genus Paper & Boards Limited,,GENUSPAPER,EQ,INE949P01018
Genus Power Infrastructures Limited,,GENUSPOWER,EQ,INE955D01029
Geojit Financial Services Limited,,GEOJITFSL,EQ,INE007B01023
The Great Eastern Shipping Company Limited,,GESHIP,EQ,INE017A01032
GFL Limited,,GFLLIMITED,EQ,INE538A01037
GHCL Limited,,GHCL,EQ,INE539A01019
GHCL Textiles Limited,,GHCLTEXTIL,EQ,INE0PA801013
GIC Housing Finance Limited,,GICHSGFIN,EQ,INE289B01019
Globe International Carriers Limited,,GICL,EQ,INE947T01022
General Insurance Corporation of India,,GICRE,EQ,INE481Y01014
Gillanders Arbuthnot & Company Limited,,GILLANDERS,EQ,INE047B01011
Gillette India Limited,,GILLETTE,EQ,INE322A01010
Ginni Filaments Limited,,GINNIFILA,EQ,INE424C01010
Gujarat Industries Power Company Limited,,GIPCL,EQ,INE162A01010
GK Energy Limited,,GKENERGY,EQ,INE1AG301022
Gujarat Kidney And Super Speciality Limited,,GKSL,EQ,INE0V0W01025
GKW Limited,,GKWLIMITED,EQ,INE528A01020
Gland Pharma Limited,,GLAND,EQ,INE068V01023
GlaxoSmithKline Pharmaceuticals Limited,,GLAXO,EQ,INE159A01016
Glenmark Pharmaceuticals Limited,,GLENMARK,EQ,INE935A01035
Gujarat Lease Financing Limited,,GLFL,BE,INE540A01017
Global Education Limited,,GLOBAL,EQ,INE291W01037
Globale Tessile Limited,,GLOBALE,BE,INE0URU01010
Global Vectra Helicorp Limited,,GLOBALVECT,EQ,INE792H01019
GLOBE ENTERPRISES (INDIA) LIMITED,,GLOBE,EQ,INE581X01021
Globe Civil Projects Limited,,GLOBECIVIL,BE,INE0V3U01015
Globus Spirits Limited,,GLOBUSSPR,EQ,INE615I01010
Gloster Limited,,GLOSTERLTD,EQ,INE350Z01018
Glottis Limited,,GLOTTIS,BE,INE0TQE01026
GM Breweries Limited,,GMBREW,EQ,INE075D01018
Gujarat Mineral Development Corporation Limited,,GMDCLTD,EQ,INE131A01031
GMM Pfaudler Limited,,GMMPFAUDLR,EQ,INE541A01023
GMR AIRPORTS LIMITED,,GMRAIRPORT,EQ,INE776C01039
GMR Power and Urban Infra Limited,,GMRP&UI,EQ,INE0CU601026
GNA Axles Limited,,GNA,EQ,INE934S01014
Gujarat Narmada Valley Fertilizers and Chemicals Limited,,GNFC,EQ,INE113A01013
Gujarat Natural Resources Limited,,GNRL,EQ,INE207H01018
Goa Carbon Limited,,GOACARBON,EQ,INE426D01013
GOCL Corporation Limited,,GOCLCORP,EQ,INE077F01035
Go Fashion (India) Limited,,GOCOLORS,EQ,INE0BJS01011
Godavari Biorefineries Limited,,GODAVARIB,EQ,INE497S01012
Godfrey Phillips India Limited,,GODFRYPHLP,EQ,INE260B01028
Go Digit General Insurance Limited,,GODIGIT,EQ,INE03JT01014
Godrej Agrovet Limited,,GODREJAGRO,EQ,INE850D01014
Godrej Consumer Products Limited,,GODREJCP,EQ,INE102D01028
Godrej Industries Limited,,GODREJIND,EQ,INE233A01035
Godrej Properties Limited,,GODREJPROP,EQ,INE484J01027
Gokaldas Exports Limited,,GOKEX,EQ,INE887G01027
Gokul Refoils and Solvent Limited,,GOKUL,EQ,INE020J01029
Gokul Agro Resources Limited,,GOKULAGRO,EQ,INE314T01033
Golden Tobacco Limited,,GOLDENTOBC,BZ,INE973A01010
Goldiam International Limited,,GOLDIAM,EQ,INE025B01025
AION-TECH SOLUTIONS LIMITED,,GOLDTECH,EQ,INE805A01014
Goodluck India Limited,,GOODLUCK,EQ,INE127I01024
Goodyear India Limited,,GOODYEAR,EQ,INE533A01012
Gopal Snacks Limited,,GOPAL,EQ,INE0L9R01028
Goyal Aluminiums Limited,,GOYALALUM,EQ,INE705X01026
Godawari Power And Ispat limited,,GPIL,EQ,INE177H01039
Gujarat Pipavav Port Limited,,GPPL,EQ,INE517F01014
GPT Healthcare Limited,,GPTHEALTH,EQ,INE486R01017
GPT Infraprojects Limited,,GPTINFRA,EQ,INE390G01014
Gradiente Infotainment Limited,,GRADIENTE,EQ,INE361K01017
Grand Oak Canyons Distillery Limited,,GRANDOAK,EQ,INE926B01016
Granules India Limited,,GRANULES,EQ,INE101D01020
Graphite India Limited,,GRAPHITE,EQ,INE371A01025
Grasim Industries Limited,,GRASIM,EQ,INE047A01021
Grauer & Weil India Limited,,GRAUWEIL,EQ,INE266D01021
Graviss Hospitality Limited,,GRAVISSHO,EQ,INE214F01026
Gravita India Limited,,GRAVITA,EQ,INE024L01027
Greaves Cotton Limited,,GREAVESCOT,EQ,INE224A01026
Greenlam Industries Limited,,GREENLAM,EQ,INE544R01021
Greenpanel Industries Limited,,GREENPANEL,EQ,INE08ZM01014
Greenply Industries Limited,,GREENPLY,EQ,INE461C01038
Orient Green Power Company Limited,,GREENPOWER,EQ,INE999K01014
Grindwell Norton Limited,,GRINDWELL,EQ,INE536A01023
G R Infraprojects Limited,,GRINFRA,EQ,INE201P01022
GRM Overseas Limited,,GRMOVER,EQ,INE192H01020
The Grob Tea Company Limited,,GROBTEA,EQ,INE646C01018
Billionbrains Garage Ventures Limited,,GROWW,EQ,INE0HOQ01053
GRP Limited,,GRPLTD,EQ,INE137I01015
Garden Reach Shipbuilders & Engineers Limited,,GRSE,EQ,INE382Z01011
Garware Hi-Tech Films Limited,,GRWRHITECH,EQ,INE291A01017
Gujarat State Fertilizers & Chemicals Limited,,GSFC,EQ,INE026A01025
Global Surfaces Limited,,GSLSU,EQ,INE0JSX01015
GSP Crop Science Limited,,GSPCROP,EQ,INE713R01022
GSS Infotech Limited,,GSS,BE,INE871H01011
G-TEC JAINX EDUCATION LIMITED,,GTECJAINX,BE,INE586X01012
GTL Limited,,GTL,EQ,INE043A01012
GTL Infrastructure Limited,,GTLINFRA,EQ,INE221H01019
GTPL Hathway Limited,,GTPL,EQ,INE869I01013
Gufic Biosciences Limited,,GUFICBIO,EQ,INE742B01025
Gujarat Alkalies and Chemicals Limited,,GUJALKALI,EQ,INE186A01019
Gujarat Apollo Industries Limited,,GUJAPOLLO,EQ,INE826C01016
Gujarat Gas Limited,,GUJGASLTD,EQ,INE844O01030
Gujarat Raffia Industries Limited,,GUJRAFFIA,EQ,INE610B01024
Gujarat Themis Biosyn Limited,,GUJTHEM,EQ,INE942C01045
Gulf Oil Lubricants India Limited,,GULFOILLUB,EQ,INE635Q01029
GP Petroleums Limited,,GULFPETRO,BE,INE586G01017
Gulshan Polyols Limited,,GULPOLY,EQ,INE255D01024
GVK Power & Infrastructure Limited,,GVKPIL,BE,INE251H01024
GE Power India Limited,,GVPIL,EQ,INE878A01011
GVP Infotech Limited,,GVPTECH,EQ,INE382T01030
GE Vernova T&D India Limited,,GVT&D,EQ,INE200A01026
Hindustan Aeronautics Limited,,HAL,EQ,INE066F01020
Halder Venture Limited,,HALDER,EQ,INE115S01010
Haldyn Glass Limited,,HALDYNGL,BE,INE506D01020
HALEOS LABS LIMITED,,HALEOSLABS,EQ,INE320X01016
Happiest Minds Technologies Limited,,HAPPSTMNDS,EQ,INE419U01012
Happy Forgings Limited,,HAPPYFORGE,EQ,INE330T01021
Hardwyn India Limited,,HARDWYN,EQ,INE626Z01029
Hariom Pipe Industries Limited,,HARIOMPIPE,EQ,INE00EV01017
Harrisons  Malayalam Limited,,HARRMALAYA,EQ,INE544A01019
Harsha Engineers International Limited,,HARSHA,EQ,INE0JUS01029
Hathway Cable & Datacom Limited,,HATHWAY,EQ,INE982F01036
Hatsun Agro Product Limited,,HATSUN,EQ,INE473B01035
Havells India Limited,,HAVELLS,EQ,INE176B01034
Sri Havisha Hospitality and Infrastructure Limited,,HAVISHA,EQ,INE293B01029
Hawkins Cookers Limited,,HAWKINCOOK,EQ,INE979B01015
HB Estate Developers Limited,,HBESD,EQ,INE640B01021
HBL Engineering Limited,,HBLENGINE,EQ,INE292B01021
HB Stockholdings Limited,,HBSL,BE,INE550B01022
Hindustan Construction Company Limited,,HCC,EQ,INE549A01026
Healthcare Global Enterprises Limited,,HCG,EQ,INE075I01017
HCL Infosystems Limited,,HCL-INSYS,EQ,INE236A01020
HCL Technologies Limited,,HCLTECH,EQ,INE860A01027
HDB Financial Services Limited,,HDBFS,EQ,INE756I01012
HDFC Asset Management Company Limited,,HDFCAMC,EQ,INE127D01025
HDFC Bank Limited,,HDFCBANK,EQ,INE040A01034
HDFC Life Insurance Company Limited,,HDFCLIFE,EQ,INE795G01014
Housing Development and Infrastructure Limited,,HDIL,BZ,INE191I01012
Heads UP Ventures Limited,,HEADSUP,EQ,INE759V01019
Health X Platform Limited,,HEALTHX,EQ,INE019J01013
